status,n,coef,se_hc3,p,ci_low,ci_high,ci_excludes_zero,full_r2,reduced_r2,delta_r2,full_aic,reduced_aic,delta_aic_full_minus_reduced,nested_f_p,focal_vif,mechanism_id,feature,feature_family,mechanism_type,moderator,controls_used,controls_omitted,bh_q,by_q,holm_p,primary_pass,boot_status,n_boot_valid,boot_ci_low,boot_ci_high,boot_ci_excludes_zero,loo_sign_stability,clean_status,clean_n,clean_coef,clean_p,clean_ci_excludes_zero,clean_delta_aic,clean_bh_q,product_all__sample_mode,product_all__product_gate,product_all__n_product_fit_ok,product_all__expected_sign,product_all__sign_consistency,product_all__gosif_gleam_pass,product_all__gosif_gleam_coef,product_all__gosif_gleam_p,product_all__gosif_gleam_bh_q,product_all__n_opposite_significant_products,product_all__dependency_rank_abscoef_spearman,product_all__dependency_flag,product_clean__sample_mode,product_clean__product_gate,product_clean__n_product_fit_ok,product_clean__expected_sign,product_clean__sign_consistency,product_clean__gosif_gleam_pass,product_clean__gosif_gleam_coef,product_clean__gosif_gleam_p,product_clean__gosif_gleam_bh_q,product_clean__n_opposite_significant_products,product_clean__dependency_rank_abscoef_spearman,product_clean__dependency_flag,bootstrap_gate,clean_gate,product_all_gate,product_clean_gate,tower_strict_gate,FULL_REZA_STRICT_PASS,SATELLITE_STRICT_PASS_NO_TOWER,non_tower_gate_score_0_to_5,full_gate_score_0_to_6,story_category,primary_failure_reason,bootstrap_failure_reason,clean_failure_reason,product_all_failure_reason,product_clean_failure_reason,tower_failure_reason,closest_tier,mechanism_family_clean,failed_gates,dedup_score
FIT_OK,191,0.4533061679897883,0.0961261928745379,4.812512029636177e-06,0.2636270013052296,0.6429853346743469,True,0.4761870657962059,0.4075070065482525,0.0686800592479534,440.52997473321693,462.06201947901775,-21.532044745800818,2.566733510914681e-06,2.991938041225691,hinge_low_q25__p10_temperature,p10_temperature,temperature,hinge_low,,aridity;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator,0.0019667938069389,0.0143394595277183,0.0039606974003905,True,FIT_OK,300,0.2495278033546383,0.623201197885582,True,1.0,FIT_OK,159,0.4461681084534207,0.0004694540513112,True,-14.508919079773932,0.0026418254839028,all,PASS,20,1,0.8,True,0.371326512406317,8.124712737297305e-07,1.624942547459461e-05,0,-0.1700234007142228,False,clean,PASS,20,1,0.9,True,0.5848946756225916,0.0006096421476944,0.0110746268938264,0,-0.3757102464563069,False,True,True,True,True,False,False,True,5,5,temperature gradient,PASS,PASS,PASS,PASS,PASS,needs independent tower-derived same-feature/uWUE-response test,TIER_1_SATELLITE_STRICT_PASS_NO_TOWER,low-threshold / sparse-tail cold-tail temperature regime,tower,807.2937588321092
FIT_OK,191,0.4756745122679605,0.1079939270384681,1.8201100844432195e-05,0.2625695092210717,0.6887795153148493,True,0.5192431811294496,0.4081617380719776,0.1110814430574719,426.1473209221987,463.8508391471587,-37.70351822496002,1.1181781646403542e-09,2.0369400630157037,hinge_low_q10__median_lai,median_lai,canopy_structure,hinge_low,,aridity;mean_annual_temperature;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,,0.0024916755818245,0.0181662566943833,0.0149067015915899,True,FIT_OK,300,0.2757097286003533,0.6897473815810177,True,1.0,FIT_OK,159,0.4747337113479239,3.141425563026789e-05,True,-26.89826277544222,0.0012251559695804,all,PASS,20,1,0.85,True,0.3370204282815852,0.0010670809346193,0.0072329041798976,0,-0.0804500969233151,False,clean,PASS,20,1,0.85,True,0.3395214584456553,0.0079110595525572,0.039555297762786,0,-0.055568623648063,False,True,True,True,True,False,False,True,5,5,canopy structure/productivity,PASS,PASS,PASS,PASS,PASS,needs independent tower-derived same-feature/uWUE-response test,TIER_1_SATELLITE_STRICT_PASS_NO_TOWER,low-threshold / sparse-tail LAI / canopy structure,tower,807.6565891520836
FIT_OK,191,0.3168542434761096,0.0799278672993863,0.0001060821822025,0.1591381120985882,0.4745703748536309,True,0.4573568337558965,0.4075070065482525,0.0498498272076439,447.27558413694646,462.06201947901775,-14.786435342071286,7.129686104200227e-05,2.0139811355940536,quadratic__p10_temperature,p10_temperature,temperature,quadratic,,aridity;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator,0.0062390394204098,0.0454874593082258,0.0861387319484989,True,FIT_OK,300,0.1537061866271905,0.4678498875657033,True,1.0,FIT_OK,159,0.3432044937986525,0.0009618132894521,True,-12.352410251269532,0.003514116448104,all,PASS,47,1,0.9148936170212766,True,0.2616379741611548,9.72592342545412e-05,0.0045711840099634,0,0.1034104913741914,False,clean,PASS,47,1,0.8936170212765957,True,0.4502259978898936,0.0005197387665129,0.0244277220261077,0,0.0264970650361696,False,True,True,True,True,False,False,True,5,5,temperature gradient,PASS,PASS,PASS,PASS,PASS,needs independent tower-derived same-feature/uWUE-response test,TIER_1_SATELLITE_STRICT_PASS_NO_TOWER,nonlinear/quadratic cold-tail temperature regime,tower,808.8207601746286
FIT_OK,191,0.2992133899837887,0.0857816374492415,0.0006114857375577,0.129946418915397,0.4684803610521805,True,0.4420208419647834,0.4066220704131991,0.0353987715515843,452.5986890026394,462.3470805761165,-9.748391573477136,0.0008910781092888,2.529145753409174,quadratic__mat,mat,temperature,quadratic,,aridity;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator,0.0167538390948921,0.1221485428658197,0.4867426470959388,True,FIT_OK,300,0.1493081382698572,0.465890618382326,True,1.0,FIT_OK,159,0.3615564672656055,0.0016419937893799,True,-10.12175371467282,0.003849017173044,all,PASS,47,1,0.8723404255319149,True,0.2946963562606059,0.0001606781652021,0.0075518737645025,0,0.1552056592276995,False,clean,PASS,47,1,0.8936170212765957,True,0.4624649222063175,0.0010198794021003,0.0406000432670958,0,0.0132485325180848,False,True,True,True,True,False,False,True,5,5,other ecological,PASS,PASS,PASS,PASS,PASS,needs independent tower-derived same-feature/uWUE-response test,TIER_1_SATELLITE_STRICT_PASS_NO_TOWER,nonlinear/quadratic temperature regime,tower,810.0105006720303
FIT_OK,191,0.4036104898330087,0.1166758106273902,0.000676233135192,0.1733821839961836,0.6338387956698337,True,0.4283919206207683,0.3890599619727298,0.0393319586480385,457.2078952987496,467.9180354304872,-10.71014013173766,0.0005479126794465,4.141706467276699,hinge_low_q25__p10_vpd,p10_vpd,baseline_vpd,hinge_low,,aridity;mean_annual_temperature;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,baseline_vpd:omitted_same_family_as_focal_or_moderator,0.0172393188972373,0.1256880689476549,0.5355766430721197,True,FIT_OK,300,0.2010329383707831,0.6261171197222155,True,1.0,FIT_OK,159,0.3927257816132337,0.0019784587650918,True,-8.484704216768876,0.0042087213730135,all,PASS,20,1,0.8,True,0.4272970617895987,2.222462162469245e-05,0.0001481641441646,0,-0.2081749930696093,False,clean,PASS,20,1,0.8,True,0.411812605824504,0.0003328617908631,0.0044305974262366,0,-0.3259472999058027,False,True,True,True,True,False,False,True,5,5,VPD stress,PASS,PASS,PASS,PASS,PASS,needs independent tower-derived same-feature/uWUE-response test,TIER_1_SATELLITE_STRICT_PASS_NO_TOWER,low-threshold / sparse-tail low-tail VPD regime,tower,810.0666165506572
FIT_OK,191,0.3447319004367837,0.111957085874149,0.0024012691359421,0.1238147277286448,0.5656490731449225,True,0.4654250580274877,0.4066220704131991,0.0588029876142885,444.4144000528287,462.3470805761165,-17.932680523287843,1.50352126330079e-05,2.020987164092321,hinge_low_q10__mat,mat,temperature,hinge_low,,aridity;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator,0.0299118631130943,0.2180807916903205,1.0,True,FIT_OK,300,0.1005028216915494,0.5409903447206657,True,1.0,FIT_OK,159,0.3298884653356188,0.0164795504126852,True,-12.052889450188616,0.0175906301632095,all,PASS,20,1,0.8,True,0.3422402033097013,0.0021899644050209,0.0411650740891359,0,-0.2214451121497438,False,clean,PASS,20,1,0.9,True,0.3669900688041855,0.008410600285194,0.0560706685679604,0,-0.3358998892159036,False,True,True,True,True,False,False,True,5,5,other ecological,PASS,PASS,PASS,PASS,PASS,needs independent tower-derived same-feature/uWUE-response test,TIER_1_SATELLITE_STRICT_PASS_NO_TOWER,low-threshold / sparse-tail temperature regime,tower,810.8562843034883
FIT_OK,191,-0.3061132824060475,0.1003127072245404,0.0026208611435202,-0.5040534082472625,-0.1081731565648325,True,0.4369259273744105,0.4076741070065099,0.0292518203679005,454.33479815457,462.008144261288,-7.673346106717986,0.0025686172630947,3.203402061371618,interaction_with_mean_vpd__sd_temperature,sd_temperature,temperature,interaction,mean_vpd,aridity;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator;baseline_vpd:omitted_same_family_as_focal_or_moderator,0.0308138388731028,0.2246568978688097,1.0,True,FIT_OK,300,-0.5412748119210788,-0.1325134428319913,True,1.0,FIT_OK,159,-0.2478454335795464,0.0241035564098044,True,-3.417564720051871,0.0251796080352421,all,PASS,47,-1,0.8085106382978723,True,-0.3118137573369304,7.714750396230866e-05,0.0036259326862285,0,-0.1459736501426992,False,clean,PASS,47,-1,0.8085106382978723,True,-0.3700738519416989,8.822470756501183e-05,0.0041465612555555,0,-0.2280426140216953,False,True,True,True,True,False,False,True,5,5,temperature gradient,PASS,PASS,PASS,PASS,PASS,needs independent tower-derived same-feature/uWUE-response test,TIER_1_SATELLITE_STRICT_PASS_NO_TOWER,sd_temperature × VPD regime interaction,tower,810.9071898193877
FIT_OK,191,0.3411711778073134,0.087861256158709,0.0001446981908428,0.1678006390011641,0.5145417166134627,True,0.4490043995934689,0.4116037571072805,0.0374006424861884,450.1930848547754,460.7367766503656,-10.543691795590178,0.0005959233407672,3.112186444642318,interaction_with_mean_annual_temperature__sd_precipitation,sd_precipitation,precipitation,interaction,mean_annual_temperature,aridity;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator;precipitation:omitted_same_family_as_focal_or_moderator,0.0070050947684533,0.05107259976398,0.11677144001022,True,FIT_OK,300,0.1825852467909718,0.5143247482960814,True,1.0,FIT_OK,159,0.2840983280316505,0.0008289207396126,True,-8.623250341235632,0.003514116448104,all,PASS,47,1,0.8936170212765957,True,0.313288207626735,0.0014880957689822,0.0233135003807225,0,-0.0582695638351965,False,clean,FAIL,47,1,0.851063829787234,False,0.2971786274693655,0.0071562877257571,0.1121151743701951,0,0.0019782876610714,False,True,True,True,False,False,False,False,4,4,hydroclimate,PASS,PASS,PASS,PASS,gate=FAIL; GOSIF×GLEAM fail coef=0.2971786274693655 p=0.007156287725757138 q=0.11211517437019518,needs independent tower-derived same-feature/uWUE-response test,TIER_2_ONE_NON_TOWER_GATE_SHORT,sd_precipitation × temperature regime interaction,clean-product robustness; tower,249.00587711619815
FIT_OK,191,0.3197713720850413,0.0842859178252859,0.0002023765922189,0.1534558010813116,0.4860869430887709,True,0.4532424269179659,0.4125719808282717,0.0406704460896941,448.7183139133313,460.4222215276764,-11.703907614345098,0.000332277730936,2.51420233207279,interaction_with_mean_annual_temperature__p90_precipitation,p90_precipitation,precipitation,interaction,mean_annual_temperature,aridity;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator;precipitation:omitted_same_family_as_focal_or_moderator,0.0075707243361912,0.0551964800943144,0.1623060269596097,True,FIT_OK,300,0.1863921438404639,0.5021117895346202,True,1.0,FIT_OK,159,0.298757240549033,0.0005388914237617,True,-11.800988427405969,0.0028046871446348,all,PASS,47,1,0.8723404255319149,True,0.2999886101253085,0.0010637714912202,0.0206160921541537,0,-0.1579033242200698,False,clean,FAIL,47,1,0.7446808510638298,False,0.3074789279659269,0.0036892221740197,0.173393442178926,0,0.0389662721120141,False,True,True,True,False,False,False,False,4,4,hydroclimate,PASS,PASS,PASS,PASS,gate=FAIL; GOSIF×GLEAM fail coef=0.30747892796592696 p=0.003689222174019704 q=0.17339344217892608; sign consistency=0.7446808510638298,needs independent tower-derived same-feature/uWUE-response test,TIER_2_ONE_NON_TOWER_GATE_SHORT,p90_precipitation × temperature regime interaction,clean-product robustness; tower,249.185297711654
FIT_OK,191,0.3877798671207738,0.1037021764261201,0.0002477412215272,0.1831515361771501,0.5924081980643976,True,0.4216284957833554,0.391912614932884,0.0297158808504713,459.45459438347393,467.02411344049307,-7.569519057019136,0.0027094405159864,5.0603657384707414,hinge_low_q25__median_vpd,median_vpd,baseline_vpd,hinge_low,,aridity;mean_annual_temperature;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,baseline_vpd:omitted_same_family_as_focal_or_moderator,0.0081556410126765,0.0594609784773973,0.1979452360002608,True,FIT_OK,300,0.171143614627302,0.5857454388286469,True,1.0,FIT_OK,159,0.4038578035849483,0.0008710023722362,True,-6.495654931781303,0.003514116448104,all,FAIL,47,1,0.7446808510638298,True,0.4067771072537369,5.901797947232909e-05,0.0009246150117331,0,0.0296743149160723,False,clean,PASS,47,1,0.7659574468085106,True,0.4821895551579868,6.759540664608422e-05,0.0031769841123659,0,-0.0077333063114612,False,True,True,False,True,False,False,False,4,4,VPD stress,PASS,PASS,PASS,gate=FAIL; sign consistency=0.7446808510638298,PASS,needs independent tower-derived same-feature/uWUE-response test,TIER_2_ONE_NON_TOWER_GATE_SHORT,low-threshold / sparse-tail VPD regime,all-product robustness; tower,249.3054563757825
FIT_OK,191,0.2404765613128597,0.0733743245513263,0.001257271646535,0.0956920824861273,0.385261040139592,True,0.4434326728536356,0.4066467415381756,0.03678593131546,452.1147973972395,462.3391391232944,-10.224341726054943,0.0007002675927955,1.5720405729283164,interaction_with_mean_annual_precipitation__p90_temperature,p90_temperature,temperature,interaction,mean_annual_precipitation,aridity;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator;precipitation:omitted_same_family_as_focal_or_moderator,0.0211170319407818,0.1539596188436519,0.97438552606463,True,FIT_OK,300,0.1143499746350479,0.3776963745325012,True,1.0,FIT_OK,159,0.252443944791679,0.0018456370837898,True,-10.036757167601706,0.0039988803482113,all,FAIL,47,1,0.7446808510638298,True,0.2734457394733001,0.0004290524780766,0.0201654664696005,0,-0.163178757982927,False,clean,PASS,47,1,0.8085106382978723,True,0.3156671499908923,0.0017750636685701,0.0834279924227952,0,-0.0678013134749046,False,True,True,False,True,False,False,False,4,4,temperature gradient,PASS,PASS,PASS,gate=FAIL; sign consistency=0.7446808510638298,PASS,needs independent tower-derived same-feature/uWUE-response test,TIER_2_ONE_NON_TOWER_GATE_SHORT,warm-tail temperature regime × mean_annual_precipitation interaction,all-product robustness; tower,250.42406199845615
FIT_OK,191,0.2441378112027052,0.0780106699014605,0.0020429493319999,0.0902047528246835,0.3980708695807269,True,0.4556418740814167,0.4116037571072806,0.0440381169741361,447.878265241312,460.7367766503655,-12.858511409053506,0.0001863254012804,1.3534473077914009,interaction_with_mean_vpd__sd_precipitation,sd_precipitation,precipitation,interaction,mean_vpd,aridity;mean_annual_temperature;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,precipitation:omitted_same_family_as_focal_or_moderator;baseline_vpd:omitted_same_family_as_focal_or_moderator,0.0271185048425151,0.1977150331008485,1.0,True,FIT_OK,300,0.0978763301381823,0.3875125572492393,True,1.0,FIT_OK,159,0.2513662855918632,0.0016386426126648,True,-9.975243700414351,0.003849017173044,all,FAIL,47,1,0.7446808510638298,True,0.2780607316559141,0.0007511883200356,0.0117686170138921,2,-0.0365683476743517,False,clean,PASS,47,1,0.7659574468085106,True,0.2943185566880529,0.0029765670297894,0.046632883466702,0,0.1173184531126334,False,True,True,False,True,False,False,False,4,4,hydroclimate,PASS,PASS,PASS,gate=FAIL; sign consistency=0.7446808510638298; opposite significant products=2,PASS,needs independent tower-derived same-feature/uWUE-response test,TIER_2_ONE_NON_TOWER_GATE_SHORT,sd_precipitation × VPD regime interaction,all-product robustness; tower,250.7435233370252
